Skew,alphStatCov,Dose,Time,Cell,Kurtosis,Date,Variance,Ligand,Mean
0.8794318,8005131.848,3.111,1,Treg,-0.56121325,4/19/2019,422359300,R38Q N-term,16949.414
1.161672,8121458.991,1.037037,1,Treg,0.049119234,4/19/2019,462223460,R38Q N-term,15501.924
1.1041474,9331776.561,0.345679,1,Treg,0.053470135,4/19/2019,497541630,R38Q N-term,16742.559
1.4440336,7072110.206,0.115226,1,Treg,0.9739945,4/19/2019,286276480,R38Q N-term,10994.333
1.5994887,6378101.992,0.038409,1,Treg,1.5865426,4/19/2019,240489090,R38Q N-term,9435.702
2.1651397,4479986.737,0.012803,1,Treg,4.0692644,4/19/2019,139812600,R38Q N-term,6004.6475
3.3960073,1505081.151,0.004268,1,Treg,13.892408,4/19/2019,35200468,R38Q N-term,1987.2349
3.614086,388744.2053,0.001423,1,Treg,18.615093,4/19/2019,13279691,R38Q N-term,438.36035
3.7405205,-84697.89682,0.000474,1,Treg,22.804047,4/19/2019,8030244.5,R38Q N-term,0
1.1248455,910384.8398,84,1,Thelper,0.74428153,4/19/2019,294761300,R38Q N-term,15558.864
1.237372,1271816.327,28,1,Thelper,1.0799642,4/19/2019,238156910,R38Q N-term,13325.155
1.873888,2957773.458,9.333333,1,Thelper,3.596282,4/19/2019,148751940,R38Q N-term,8688.401
3.1904607,2923624.301,3.111,1,Thelper,11.932753,4/19/2019,90401260,R38Q N-term,4406.042
3.4837792,2545816.443,1.037037,1,Thelper,13.693081,4/19/2019,79328970,R38Q N-term,3902.3943
4.863667,1318675.637,0.345679,1,Thelper,29.980873,4/19/2019,41397136,R38Q N-term,2278.486
8.166789,143655.5081,0.115226,1,Thelper,102.25894,4/19/2019,9621234,R38Q N-term,737.30786
5.335909,-207130.9242,0.038409,1,Thelper,70.05968,4/19/2019,3757134.2,R38Q N-term,397.1433
3.557896,-281387.4903,0.012803,1,Thelper,41.65621,4/19/2019,2763778.2,R38Q N-term,281.57642
14.119665,-348439.0812,0.004268,1,Thelper,624.1,4/19/2019,3066409,R38Q N-term,178.99951
7.9654574,-401291.45,0.001423,1,Thelper,240.63718,4/19/2019,2707722.5,R38Q N-term,45.52417
2.3724296,-409370.6221,0.000474,1,Thelper,22.76362,4/19/2019,2139219,R38Q N-term,0
0.79618543,7713282.427,84,1,Treg,-0.34682322,4/19/2019,575719600,WT N-term,22184.072
0.76471925,6344502.959,28,1,Treg,-0.53434587,4/19/2019,391065380,WT N-term,18222.207
1.0766019,7087368.724,9.333333,1,Treg,0.3962674,4/19/2019,428788200,WT N-term,17065.455
1.0414611,7057612.07,3.111,1,Treg,0.18200994,4/19/2019,494049200,WT N-term,18857.902
0.83646417,8243308.376,1.037037,1,Treg,-0.19371486,4/19/2019,497328130,WT N-term,19852.637
1.3719474,7520530.352,0.345679,1,Treg,1.1518521,4/19/2019,387057100,WT N-term,14411.832
0.6487423,8734293.417,0.115226,1,Treg,-0.78876615,4/19/2019,406136350,WT N-term,19086.133
1.2371689,7277837.709,0.038409,1,Treg,0.41654038,4/19/2019,248388960,WT N-term,11491.094
2.0021245,4806551.595,0.012803,1,Treg,4.0467186,4/19/2019,122642240,WT N-term,6559.4497
4.212967,1114982.513,0.004268,1,Treg,25.863825,4/19/2019,25659410,WT N-term,1561.8589
4.6104884,1172897.827,0.001423,1,Treg,28.065126,4/19/2019,33753080,WT N-term,1591.5566
2.8870397,-62861.36078,0.000474,1,Treg,19.157759,4/19/2019,5452459.5,WT N-term,0
1.1737818,923850.6847,84,1,Thelper,0.9114194,4/19/2019,300993920,WT N-term,15326.011
1.3981432,1199145.331,28,1,Thelper,1.6546731,4/19/2019,167628260,WT N-term,10545.426
2.2313888,4473873.466,9.333333,1,Thelper,5.0053806,4/19/2019,140370820,WT N-term,6756.1377
2.5210264,4914850.447,3.111,1,Thelper,6.85231,4/19/2019,161991000,WT N-term,6680.9766
2.0340047,5769162.708,1.037037,1,Thelper,3.775847,4/19/2019,184319000,WT N-term,7993.917
2.9151201,3581286.821,0.345679,1,Thelper,9.545563,4/19/2019,85599260,WT N-term,4679.0205
3.0355515,3417669.034,0.115226,1,Thelper,10.697344,4/19/2019,74040640,WT N-term,3955.2805
4.6999545,1036787.956,0.038409,1,Thelper,33.33579,4/19/2019,16106167,WT N-term,1542.155
3.411946,-127570.4076,0.012803,1,Thelper,40.639988,4/19/2019,2748121,WT N-term,284.0244
1.8473887,-344327.2211,0.004268,1,Thelper,13.343752,4/19/2019,2136167.2,WT N-term,27.536865
1.9780561,-355881.523,0.001423,1,Thelper,13.415041,4/19/2019,2196683,WT N-term,22.907227
2.5118356,-404318.7679,0.000474,1,Thelper,27.271664,4/19/2019,2150006,WT N-term,0
0.8619272,6037633.251,84,4,Treg,-0.12412357,4/19/2019,270826370,R38Q/H16N,16048.792
1.0559418,3802912.873,28,4,Treg,1.160645,4/19/2019,158874260,R38Q/H16N,12881.132
0.9939764,4260209.663,9.333333,4,Treg,0.43170023,4/19/2019,171273090,R38Q/H16N,12177.071
0.94876605,4632507.237,3.111,4,Treg,0.35530734,4/19/2019,186858880,R38Q/H16N,12843.028
1.0221001,5244404.775,1.037037,4,Treg,0.09922314,4/19/2019,187237460,R38Q/H16N,11538.729
1.5515221,4545452.324,0.345679,4,Treg,1.7052174,4/19/2019,160638240,R38Q/H16N,9052.494
1.5450461,3781157.531,0.115226,4,Treg,1.7664404,4/19/2019,103515520,R38Q/H16N,7231.8164
1.9995108,3908000.957,0.038409,4,Treg,3.667304,4/19/2019,117764990,R38Q/H16N,6395.717
2.3673823,2292977.605,0.012803,4,Treg,5.644373,4/19/2019,59348904,R38Q/H16N,3717.0579
2.7591372,785861.8468,0.004268,4,Treg,9.270673,4/19/2019,20326060,R38Q/H16N,1462.2161
3.3343763,1114009.3,0.001423,4,Treg,13.275574,4/19/2019,41272948,R38Q/H16N,2250.819
3.9933312,-35921.48418,0.000474,4,Treg,28.57782,4/19/2019,6876908.5,R38Q/H16N,0
2.3507156,2438277.274,84,4,Thelper,6.5872145,4/19/2019,98726856,R38Q/H16N,6535.848
3.2111676,1835357.792,28,4,Thelper,13.623589,4/19/2019,46907404,R38Q/H16N,3378.6807
3.575422,1597693.109,9.333333,4,Thelper,15.894348,4/19/2019,39009370,R38Q/H16N,2798.5571
4.2278013,1250061.736,3.111,4,Thelper,22.699224,4/19/2019,30550536,R38Q/H16N,2068.2227
4.74754,907974.202,1.037037,4,Thelper,29.470215,4/19/2019,25309282,R38Q/H16N,1769.1558
7.2056947,273470.1713,0.345679,4,Thelper,76.48956,4/19/2019,12294874,R38Q/H16N,1060.565
6.545481,-91224.41673,0.115226,4,Thelper,78.09093,4/19/2019,5116240,R38Q/H16N,424.15186
6.811711,-221743.037,0.038409,4,Thelper,94.93417,4/19/2019,4397784.5,R38Q/H16N,424.67432
1.1102084,-367759.0402,0.012803,4,Thelper,3.3411078,4/19/2019,1945769.5,R38Q/H16N,166.01416
1.7999406,-449035.106,0.004268,4,Thelper,12.5135975,4/19/2019,2166242.8,R38Q/H16N,103.89795
8.434477,-283468.8224,0.001423,4,Thelper,178.64957,4/19/2019,3991442.2,R38Q/H16N,212.0044
1.9351969,-424373.9724,0.000474,4,Thelper,15.064049,4/19/2019,1972005,R38Q/H16N,0
1.074482,7546975.609,84,2,Treg,0.1959374,4/19/2019,361719840,R38Q/H16N,15505.521
0.8305056,5557497.668,28,2,Treg,-0.41399097,4/19/2019,251498060,R38Q/H16N,13799.039
0.80240357,4788755.612,9.333333,2,Treg,-0.5075023,4/19/2019,201477520,R38Q/H16N,12426.764
1.1679438,4475802.422,3.111,2,Treg,0.59954524,4/19/2019,191980910,R38Q/H16N,10713.451
1.6362406,4615827.077,1.037037,2,Treg,1.8541217,4/19/2019,168610370,R38Q/H16N,7845.972
1.940848,4593437.429,0.345679,2,Treg,3.1347651,4/19/2019,169416780,R38Q/H16N,7023.4985
2.1669083,4028055.684,0.115226,2,Treg,4.409818,4/19/2019,117023920,R38Q/H16N,5510.7534
2.868336,2329245.986,0.038409,2,Treg,9.047893,4/19/2019,66173388,R38Q/H16N,2978.566
3.7708504,919809.9776,0.012803,2,Treg,17.171734,4/19/2019,24280930,R38Q/H16N,1026.4468
4.213021,306781.4463,0.004268,2,Treg,29.103165,4/19/2019,12222530,R38Q/H16N,487.03467
4.0287066,219517.6865,0.001423,2,Treg,25.501444,4/19/2019,10098216,R38Q/H16N,255.37842
6.7579775,-46209.47423,0.000474,2,Treg,73.21415,4/19/2019,8320819.5,R38Q/H16N,0
2.5993414,1245046.828,84,2,Thelper,8.163378,4/19/2019,68140580,R38Q/H16N,5065.4775
3.8167992,992286.6352,28,2,Thelper,19.982325,4/19/2019,32113758,R38Q/H16N,2286.3066
4.563459,696999.6588,9.333333,2,Thelper,28.61716,4/19/2019,18193190,R38Q/H16N,1199.0137
5.925086,288345.9669,3.111,2,Thelper,56.8214,4/19/2019,11548872,R38Q/H16N,753.1387
6.2270303,35437.07153,1.037037,2,Thelper,66.56509,4/19/2019,7011476,R38Q/H16N,524.96484
7.4341373,-114832.8993,0.345679,2,Thelper,123.29751,4/19/2019,4000798,R38Q/H16N,301.98242
3.3092782,-293998.1643,0.115226,2,Thelper,34.81573,4/19/2019,2591491.5,R38Q/H16N,28.182129
1.3288108,-316342.7605,0.038409,2,Thelper,6.2686825,4/19/2019,2096351,R38Q/H16N,54.70459
3.01085,-338327.2759,0.012803,2,Thelper,31.118847,4/19/2019,2464578,R38Q/H16N,99.07666
1.3353907,-350269.2466,0.004268,2,Thelper,6.5861692,4/19/2019,2197934.2,R38Q/H16N,136.23828
1.4943573,-378711.6795,0.001423,2,Thelper,13.322737,4/19/2019,2003042.4,R38Q/H16N,0
68.80177,-414733.7294,0.000474,2,Thelper,4989.458,4/19/2019,44924348,R38Q/H16N,307.12427
0.7508792,8564558.827,84,1,Treg,-0.44088006,4/19/2019,418968130,R38Q/H16N,18607.547
0.7256911,7468054.874,28,1,Treg,-0.68314266,4/19/2019,322891500,R38Q/H16N,15703.348
0.8112577,6545417.682,9.333333,1,Treg,-0.36925244,4/19/2019,292607580,R38Q/H16N,14611.039
0.91362774,6778523.994,3.111,1,Treg,-0.41341138,4/19/2019,287343780,R38Q/H16N,13122.021
1.1250107,8028057.431,1.037037,1,Treg,0.27708173,4/19/2019,333517920,R38Q/H16N,13008.459
2.1862655,4858422.716,0.345679,1,Treg,3.9692192,4/19/2019,196218190,R38Q/H16N,6135.877
2.1554964,4162736.638,0.115226,1,Treg,4.114919,4/19/2019,131776130,R38Q/H16N,5003.544
2.7995157,3092505.961,0.038409,1,Treg,8.567,4/19/2019,82558040,R38Q/H16N,2794.9678
3.8081477,1132753.49,0.012803,1,Treg,19.559948,4/19/2019,26242820,R38Q/H16N,406.37158
3.795822,516305.041,0.004268,1,Treg,23.778013,4/19/2019,11746999,R38Q/H16N,0
3.8147974,1331309.756,0.001423,1,Treg,20.518988,4/19/2019,32658416,R38Q/H16N,1142.3936
3.004401,887590.8478,0.000474,1,Treg,12.017489,4/19/2019,22451850,R38Q/H16N,609.18164
2.26155,2149877.37,84,1,Thelper,5.8628817,4/19/2019,88608740,R38Q/H16N,5912.1523
3.0348794,2133583.396,28,1,Thelper,11.025225,4/19/2019,61033750,R38Q/H16N,3677.506
3.8700323,1533266.745,9.333333,1,Thelper,18.73966,4/19/2019,35662804,R38Q/H16N,1973.615
5.5709577,556532.1511,3.111,1,Thelper,42.023014,4/19/2019,16263480,R38Q/H16N,835.6155
7.6413875,175519.3762,1.037037,1,Thelper,80.440674,4/19/2019,11116393,R38Q/H16N,494.65894
33.694702,-113166.1279,0.345679,1,Thelper,1607.2799,4/19/2019,10763962,R38Q/H16N,492.1809
4.1744595,-277109.6486,0.115226,1,Thelper,63.89962,4/19/2019,2650453.5,R38Q/H16N,92.895996
5.278973,-286985.5174,0.038409,1,Thelper,96.23198,4/19/2019,2703147.5,R38Q/H16N,81.95264
1.8653084,-293970.9144,0.012803,1,Thelper,16.136005,4/19/2019,2066874.8,R38Q/H16N,41.839844
0.97880566,-303551.3639,0.004268,1,Thelper,3.8846502,4/19/2019,2051452,R38Q/H16N,198.7876
5.5175476,-297028.7956,0.001423,1,Thelper,108.82061,4/19/2019,2519486,R38Q/H16N,0
1.456913,-348818.4145,0.000474,1,Thelper,8.217552,4/19/2019,2123498.2,R38Q/H16N,64.88867
0.76230806,8625813.048,84,0.5,Treg,-0.6619358,4/19/2019,419902400,R38Q/H16N,18405.8
0.5000427,7579653.023,28,0.5,Treg,-0.9251857,4/19/2019,340122460,R38Q/H16N,19080.291
0.9061781,7243404.775,9.333333,0.5,Treg,-0.095876694,4/19/2019,326708060,R38Q/H16N,15814.41
0.9969502,6636811.641,3.111,0.5,Treg,-0.13016081,4/19/2019,263118350,R38Q/H16N,12867.23
1.274672,6563702.291,1.037037,0.5,Treg,0.62911725,4/19/2019,259808720,R38Q/H16N,11488.508
1.7020606,4380065.121,0.345679,0.5,Treg,2.1213665,4/19/2019,151169170,R38Q/H16N,7504.5835
2.1835923,3765753.613,0.115226,0.5,Treg,4.359556,4/19/2019,123603600,R38Q/H16N,5566.9497
1.6823943,4163652.541,0.038409,0.5,Treg,1.9549961,4/19/2019,112874824,R38Q/H16N,6378.844
2.903055,1375302.825,0.012803,0.5,Treg,9.54076,4/19/2019,43745060,R38Q/H16N,2282.8833
4.350144,128171.0326,0.004268,0.5,Treg,30.424858,4/19/2019,8461706,R38Q/H16N,0
6.7339287,438274.243,0.001423,0.5,Treg,62.516647,4/19/2019,19065668,R38Q/H16N,360.49902
2.8710608,1452190.378,0.000474,0.5,Treg,9.691442,4/19/2019,34967148,R38Q/H16N,1945.4214
2.2039354,3000537.783,84,0.5,Thelper,5.3647366,4/19/2019,133442110,R38Q/H16N,7569.0283
2.8496788,2633688.909,28,0.5,Thelper,9.623707,4/19/2019,83099490,R38Q/H16N,4582.1504
4.025142,1465689.588,9.333333,0.5,Thelper,21.115524,4/19/2019,39834130,R38Q/H16N,2332.6404
6.769035,195249.1738,3.111,0.5,Thelper,65.43507,4/19/2019,12299097,R38Q/H16N,725.573
39.645855,-156736.6011,1.037037,0.5,Thelper,2384.891,4/19/2019,14497169,R38Q/H16N,357.42505
7.7230754,-205840.1946,0.345679,0.5,Thelper,130.42859,4/19/2019,4589260,R38Q/H16N,362.8313
19.172083,-353575.5349,0.115226,0.5,Thelper,867.43085,4/19/2019,3961398.5,R38Q/H16N,213.01099
3.0752866,-271974.5245,0.038409,0.5,Thelper,28.72512,4/19/2019,2834312,R38Q/H16N,279.21777
6.1405215,-327611.8008,0.012803,0.5,Thelper,104.57125,4/19/2019,3169002.2,R38Q/H16N,206.98486
1.4825404,-372643.0726,0.004268,0.5,Thelper,8.324001,4/19/2019,2129809.2,R38Q/H16N,122.57593
1.7844434,-383293.2786,0.001423,0.5,Thelper,13.939594,4/19/2019,2113030,R38Q/H16N,67.4812
2.0664108,-358589.3585,0.000474,0.5,Thelper,17.29009,4/19/2019,2143457,R38Q/H16N,0
1.3595557,2443068.873,84,4,Treg,1.3405156,5/2/2019,204205300,WT N-term,11039.225
1.5694813,2057657.278,28,4,Treg,2.548942,5/2/2019,159000720,WT N-term,8910.74
48.0979,4669868.957,9.333333,4,Treg,2321.868,5/2/2019,34520790000,WT N-term,11958.432
1.9112464,2764637.338,3.111,4,Treg,3.4168,5/2/2019,145861580,WT N-term,7213.3354
1.8888476,3111807.34,1.037037,4,Treg,3.3899393,5/2/2019,159792160,WT N-term,7546.5347
1.9588625,3204304.522,0.345679,4,Treg,3.796042,5/2/2019,153708110,WT N-term,7214.0933
1.9630854,3120183.342,0.115226,4,Treg,3.4171839,5/2/2019,152058140,WT N-term,6887.613
14.365471,3206874.095,0.038409,4,Treg,429.1276,5/2/2019,240053000,WT N-term,6646.152
2.3137934,2890150.292,0.012803,4,Treg,5.2969475,5/2/2019,91136360,WT N-term,4678.5933
3.3017285,1821726.137,0.004268,4,Treg,12.9094095,5/2/2019,52514216,WT N-term,2826.7227
4.698399,582795.2482,0.001423,4,Treg,28.890362,5/2/2019,14169706,WT N-term,750.53174
4.0612226,122410.9397,0.000474,4,Treg,31.275162,5/2/2019,6237367,WT N-term,0
1.8418318,2355087.171,84,4,Thelper,10.3878975,5/2/2019,173728020,WT N-term,10694.262
1.6292098,2028384.303,28,4,Thelper,3.0407124,5/2/2019,123773656,WT N-term,8242.192
1.9418668,2457252.805,9.333333,4,Thelper,4.067493,5/2/2019,112486810,WT N-term,7080.247
2.439235,2660906.953,3.111,4,Thelper,6.752924,5/2/2019,99044220,WT N-term,5615.0156
2.4218688,3528906.225,1.037037,4,Thelper,6.032504,5/2/2019,114137016,WT N-term,5534.3457
2.529834,3448963.571,0.345679,4,Thelper,6.7199726,5/2/2019,103898560,WT N-term,5079.6064
2.528115,3769042.492,0.115226,4,Thelper,6.653076,5/2/2019,112362136,WT N-term,5206.758
15.948351,2985943.794,0.038409,4,Thelper,695.83655,5/2/2019,103327010,WT N-term,3826.984
3.97964,1655980.1,0.012803,4,Thelper,19.953592,5/2/2019,32609762,WT N-term,2039.081
4.953311,772228.3904,0.004268,4,Thelper,33.94571,5/2/2019,16462582,WT N-term,1276.3618
1.3016286,-39201.5641,0.001423,4,Thelper,8.731272,5/2/2019,2225611.8,WT N-term,185.28076
3.2654786,-147016.8651,0.000474,4,Thelper,66.09128,5/2/2019,2318508.2,WT N-term,0
2.6654575,1198863.312,84,4,Treg,8.947971,5/2/2019,82842160,WT N-term,5039.4995
2.1323643,1471804.525,28,4,Treg,5.0183516,5/2/2019,83754936,WT N-term,5279.6704
2.411508,1521044.565,9.333333,4,Treg,6.224942,5/2/2019,60876510,WT N-term,3813.3315
2.7329223,1488214.016,3.111,4,Treg,9.265847,5/2/2019,48856830,WT N-term,3456.9868
3.0621772,1885404.339,1.037037,4,Treg,12.221618,5/2/2019,79147240,WT N-term,4233.7456
2.6607966,1844028.981,0.345679,4,Treg,8.400812,5/2/2019,70475050,WT N-term,4101.1235
2.2696724,2584816.387,0.115226,4,Treg,5.1551733,5/2/2019,109209160,WT N-term,5256.223
11.6303215,1822875.182,0.038409,4,Treg,301.90958,5/2/2019,76582536,WT N-term,3332.4917
3.4349978,2074816.632,0.012803,4,Treg,12.657382,5/2/2019,58354580,WT N-term,2454.8887
4.367398,656348.4048,0.004268,4,Treg,25.874765,5/2/2019,14376345,WT N-term,824.53467
3.9804504,320416.7943,0.001423,4,Treg,27.07029,5/2/2019,7806157.5,WT N-term,404.04443
6.3704786,125838.6617,0.000474,4,Treg,83.012474,5/2/2019,6161260,WT N-term,0
2.510815,-7848.05033,84,4,Thelper,9.09133,5/2/2019,50080268,WT N-term,4566.101
2.1877701,289592.5339,28,4,Thelper,6.206131,5/2/2019,47795264,WT N-term,4412.5884
2.5537589,881570.8526,9.333333,4,Thelper,7.880227,5/2/2019,33616556,WT N-term,2971.3486
3.897051,1131693.302,3.111,4,Thelper,24.987577,5/2/2019,21695640,WT N-term,1815.4805
4.116565,1402676.36,1.037037,4,Thelper,26.239649,5/2/2019,29014876,WT N-term,2072.1367
3.8204095,1487609.72,0.345679,4,Thelper,20.220236,5/2/2019,29852412,WT N-term,2056.7876
3.3397162,1687383.652,0.115226,4,Thelper,13.88537,5/2/2019,40672268,WT N-term,2687.7378
27.593351,815054.7196,0.038409,4,Thelper,1535.0729,5/2/2019,19600832,WT N-term,1343.2305
5.212422,284145.2872,0.012803,4,Thelper,61.00361,5/2/2019,5246732,WT N-term,475.6875
0.87920314,48417.2984,0.004268,4,Thelper,3.7619085,5/2/2019,2362453.5,WT N-term,244.38818
1.0338917,-21829.85885,0.001423,4,Thelper,5.498851,5/2/2019,2261752.8,WT N-term,130.60742
0.8665827,-62760.62997,0.000474,4,Thelper,3.4890542,5/2/2019,2136067.2,WT N-term,0
1.484752,2473089.052,84,4,Treg,1.7955098,5/2/2019,183454600,WT N-term,9832.09
1.4678006,3153065.587,28,4,Treg,1.4400086,5/2/2019,159743230,WT N-term,8604.752
1.7330267,3338003.32,9.333333,4,Treg,2.3648472,5/2/2019,165002100,WT N-term,8114.774
1.804415,3966325.707,3.111,4,Treg,2.8806791,5/2/2019,208943550,WT N-term,9126.893
1.7196549,3415317.019,1.037037,4,Treg,2.240449,5/2/2019,164421150,WT N-term,7971.0034
1.7474718,3456355.467,0.345679,4,Treg,2.2977576,5/2/2019,168441540,WT N-term,7985.3306
1.9095829,3359066.482,0.115226,4,Treg,2.9165702,5/2/2019,134877390,WT N-term,6646.309
2.713528,2517864.793,0.038409,4,Treg,7.741563,5/2/2019,78134640,WT N-term,3984.8335
3.330566,1518028.088,0.012803,4,Treg,12.679535,5/2/2019,32599074,WT N-term,2118.126
3.6835756,928603.41,0.004268,4,Treg,18.094488,5/2/2019,17349888,WT N-term,1274.602
49.408913,239067.6277,0.001423,4,Treg,2441.4841,5/2/2019,5980093000,WT N-term,1988.8013
1.2872125,-47323.10572,0.000474,4,Treg,5.9015083,5/2/2019,3210133.8,WT N-term,0
1.3328763,799773.3772,84,4,Thelper,1.7744136,5/2/2019,129224630,WT N-term,9638.444
1.3443841,944488.5553,28,4,Thelper,1.6008034,5/2/2019,100633350,WT N-term,8090.161
1.9290638,2442312.252,9.333333,4,Thelper,3.9975457,5/2/2019,99235240,WT N-term,6647.842
60.206284,4599708.774,3.111,4,Thelper,4374.631,5/2/2019,832397630,WT N-term,7460.1006
1.9876138,3533374.611,1.037037,4,Thelper,3.654214,5/2/2019,100354136,WT N-term,5916.9395
2.0430968,3702950.936,0.345679,4,Thelper,4.0318446,5/2/2019,104104040,WT N-term,5928.871
2.60307,2791602.566,0.115226,4,Thelper,7.7253656,5/2/2019,61134212,WT N-term,3977.1582
3.5589473,944625.8797,0.038409,4,Thelper,18.767124,5/2/2019,13272365,WT N-term,1389.1523
86.326996,439547.883,0.012803,4,Thelper,7590.0967,5/2/2019,315161300,WT N-term,732.13086
2.4141016,33811.53085,0.004268,4,Thelper,21.079725,5/2/2019,2798206,WT N-term,128.05322
0.637859,-61580.01719,0.001423,4,Thelper,1.5181885,5/2/2019,2164626.8,WT N-term,180.96875
0.8191703,-149310.9402,0.000474,4,Thelper,2.7355914,5/2/2019,2128840.2,WT N-term,0
1.0424622,2181724.116,84,0.5,Treg,0.39910245,5/2/2019,238030690,WT N-term,13609.354
0.9749443,2807359.399,28,0.5,Treg,0.104892015,5/2/2019,227400740,WT N-term,13078.037
1.4564285,3689380.048,9.333333,0.5,Treg,1.385612,5/2/2019,225071310,WT N-term,10492.504
1.6295538,3683169.976,3.111,0.5,Treg,1.9873729,5/2/2019,209595380,WT N-term,9249.518
1.8371085,4482027.544,1.037037,0.5,Treg,3.2612066,5/2/2019,263275870,WT N-term,10309.91
2.01615,2933050.363,0.345679,0.5,Treg,3.7301617,5/2/2019,143969900,WT N-term,6886.428
2.4295666,3007088.99,0.115226,0.5,Treg,5.741873,5/2/2019,109404696,WT N-term,4835.7856
3.679076,1296424.47,0.038409,0.5,Treg,15.83132,5/2/2019,32458366,WT N-term,1671.1304
4.5495014,654307.7151,0.012803,0.5,Treg,30.143177,5/2/2019,14178892,WT N-term,781.2886
5.4510617,232918.6376,0.004268,0.5,Treg,58.516582,5/2/2019,7011324,WT N-term,277.34717
3.6337495,170132.1184,0.001423,0.5,Treg,29.121284,5/2/2019,5847410.5,WT N-term,2.666504
3.3687341,100193.7691,0.000474,0.5,Treg,32.302025,5/2/2019,4654960,WT N-term,0
0.8415091,2838498.822,84,0.5,Thelper,0.04523778,5/2/2019,204739140,WT N-term,14461.52
0.94875383,3205693.934,28,0.5,Thelper,0.35362077,5/2/2019,191596510,WT N-term,13359.979
1.3975614,4463922.344,9.333333,0.5,Thelper,1.4813781,5/2/2019,193909540,WT N-term,10854.409
1.4785836,5407207.932,3.111,0.5,Thelper,1.4787445,5/2/2019,186055410,WT N-term,9382.97
1.7899901,5638587.018,1.037037,0.5,Thelper,3.0532193,5/2/2019,222320200,WT N-term,9680.047
2.0292428,3488854.788,0.345679,0.5,Thelper,4.050675,5/2/2019,114980480,WT N-term,6527.9756
32.02732,1609092.07,0.115226,0.5,Thelper,1882.872,5/2/2019,70569110,WT N-term,2619.7378
4.6829724,333074.9561,0.038409,0.5,Thelper,70.80314,5/2/2019,4720562,WT N-term,517.75
2.5859478,150156.0883,0.012803,0.5,Thelper,43.431515,5/2/2019,2836192,WT N-term,277.1963
0.6399547,60138.92767,0.004268,0.5,Thelper,1.7787094,5/2/2019,2349069.2,WT N-term,225.21826
20.19406,-37935.6873,0.001423,0.5,Thelper,1011.49115,5/2/2019,3894790.5,WT N-term,0
4.3075304,-29624.95174,0.000474,0.5,Thelper,113.99201,5/2/2019,2574270.5,WT N-term,96.365234
1.5069999,1657979.163,84,4,Treg,2.3582373,5/2/2019,142528600,R38Q N-term,8766.934
1.5075072,2065192.694,28,4,Treg,2.2483964,5/2/2019,113714030,R38Q N-term,7577.648
1.7756168,2023904.833,9.333333,4,Treg,3.1023254,5/2/2019,122741500,R38Q N-term,7212.6743
1.988398,2299893.87,3.111,4,Treg,4.0271807,5/2/2019,112571020,R38Q N-term,6190.2573
2.151833,2448912.927,1.037037,4,Treg,4.856873,5/2/2019,116221400,R38Q N-term,5988.3403
2.1586077,2582034.959,0.345679,4,Treg,4.837938,5/2/2019,101713510,R38Q N-term,5703.5522
5.251644,1655027.95,0.115226,4,Treg,65.54516,5/2/2019,75058504,R38Q N-term,3513.3813
17.337057,1646981.131,0.038409,4,Treg,539.83704,5/2/2019,98818700,R38Q N-term,2732.46
3.2504623,1260841.651,0.012803,4,Treg,12.253238,5/2/2019,29172550,R38Q N-term,1646.1768
3.8495116,551926.218,0.004268,4,Treg,19.851591,5/2/2019,12597358,R38Q N-term,755.4868
4.196447,797072.461,0.001423,4,Treg,24.663298,5/2/2019,17213650,R38Q N-term,830.0161
3.3945386,105359.0273,0.000474,4,Treg,23.913776,5/2/2019,5629611.5,R38Q N-term,0
1.4541299,2072405.585,84,4,Thelper,1.9374523,5/2/2019,114671030,R38Q N-term,8188.389
1.5155401,1923700.895,28,4,Thelper,2.1933556,5/2/2019,93520696,R38Q N-term,7093.5796
1.9886377,2290078.587,9.333333,4,Thelper,4.60244,5/2/2019,89899100,R38Q N-term,6230.0005
2.3377237,2331735.99,3.111,4,Thelper,6.422559,5/2/2019,79552330,R38Q N-term,5169.8804
2.545032,2494056.579,1.037037,4,Thelper,7.057457,5/2/2019,83988650,R38Q N-term,4789.2104
17.747967,3103008.26,0.345679,4,Thelper,682.7059,5/2/2019,128474070,R38Q N-term,4367.147
4.1306906,1204001.005,0.115226,4,Thelper,22.047869,5/2/2019,27726910,R38Q N-term,1987.9512
37.31749,337209.6172,0.038409,4,Thelper,1914.6621,5/2/2019,34629372,R38Q N-term,916.0781
4.3052583,91143.95693,0.012803,4,Thelper,64.49767,5/2/2019,3633295,R38Q N-term,327.2661
0.8064704,-9610.371402,0.004268,4,Thelper,2.9784164,5/2/2019,2315423.8,R38Q N-term,226.77246
2.5884285,28243.88785,0.001423,4,Thelper,19.015724,5/2/2019,3091026.5,R38Q N-term,206.42334
0.8807404,-86579.52236,0.000474,4,Thelper,3.9567418,5/2/2019,2240017,R38Q N-term,0
1.8572013,2011791.891,84,2,Treg,3.16507,5/2/2019,113172690,R38Q N-term,6262.899
1.7118194,1764194.195,28,2,Treg,2.3402886,5/2/2019,105871850,R38Q N-term,6072.239
2.0775476,1551846.93,9.333333,2,Treg,4.269497,5/2/2019,88325950,R38Q N-term,5231.145
2.696264,1939988.36,3.111,2,Treg,7.473133,5/2/2019,73851570,R38Q N-term,3779.7417
2.9576437,1722813.704,1.037037,2,Treg,10.48502,5/2/2019,68865384,R38Q N-term,3560.8198
