Dose,Date,Skew,Kurtosis,Time,Cell,Variance,Ligand,Mean,alphStatCov
0.004268,4/19/2019,14.119665,624.1,1,Thelper,3066409,R38Q N-term,178.99951,-348439.0812
0.001423,4/19/2019,7.9654574,240.63718,1,Thelper,2707722.5,R38Q N-term,45.52417,-401291.45
0.000474,4/19/2019,2.3724296,22.76362,1,Thelper,2139219,R38Q N-term,0,-409370.6221
84,4/19/2019,0.79618543,-0.34682322,1,Treg,575719600,WT N-term,22184.072,7713282.427
28,4/19/2019,0.76471925,-0.53434587,1,Treg,391065380,WT N-term,18222.207,6344502.959
9.333333,4/19/2019,1.0766019,0.3962674,1,Treg,428788200,WT N-term,17065.455,7087368.724
3.111,4/19/2019,1.0414611,0.18200994,1,Treg,494049200,WT N-term,18857.902,7057612.07
1.037037,4/19/2019,0.83646417,-0.19371486,1,Treg,497328130,WT N-term,19852.637,8243308.376
0.345679,4/19/2019,1.3719474,1.1518521,1,Treg,387057100,WT N-term,14411.832,7520530.352
0.115226,4/19/2019,0.6487423,-0.78876615,1,Treg,406136350,WT N-term,19086.133,8734293.417
0.038409,4/19/2019,1.2371689,0.41654038,1,Treg,248388960,WT N-term,11491.094,7277837.709
0.012803,4/19/2019,2.0021245,4.0467186,1,Treg,122642240,WT N-term,6559.4497,4806551.595
0.004268,4/19/2019,4.212967,25.863825,1,Treg,25659410,WT N-term,1561.8589,1114982.513
0.001423,4/19/2019,4.6104884,28.065126,1,Treg,33753080,WT N-term,1591.5566,1172897.827
0.000474,4/19/2019,2.8870397,19.157759,1,Treg,5452459.5,WT N-term,0,-62861.36078
84,4/19/2019,1.1737818,0.9114194,1,Thelper,300993920,WT N-term,15326.011,923850.6847
28,4/19/2019,1.3981432,1.6546731,1,Thelper,167628260,WT N-term,10545.426,1199145.331
9.333333,4/19/2019,2.2313888,5.0053806,1,Thelper,140370820,WT N-term,6756.1377,4473873.466
3.111,4/19/2019,2.5210264,6.85231,1,Thelper,161991000,WT N-term,6680.9766,4914850.447
1.037037,4/19/2019,2.0340047,3.775847,1,Thelper,184319000,WT N-term,7993.917,5769162.708
0.345679,4/19/2019,2.9151201,9.545563,1,Thelper,85599260,WT N-term,4679.0205,3581286.821
0.115226,4/19/2019,3.0355515,10.697344,1,Thelper,74040640,WT N-term,3955.2805,3417669.034
0.038409,4/19/2019,4.6999545,33.33579,1,Thelper,16106167,WT N-term,1542.155,1036787.956
0.012803,4/19/2019,3.411946,40.639988,1,Thelper,2748121,WT N-term,284.0244,-127570.4076
0.004268,4/19/2019,1.8473887,13.343752,1,Thelper,2136167.2,WT N-term,27.536865,-344327.2211
0.001423,4/19/2019,1.9780561,13.415041,1,Thelper,2196683,WT N-term,22.907227,-355881.523
0.000474,4/19/2019,2.5118356,27.271664,1,Thelper,2150006,WT N-term,0,-404318.7679
84,4/19/2019,0.8619272,-0.12412357,4,Treg,270826370,R38Q/H16N,16048.792,6037633.251
28,4/19/2019,1.0559418,1.160645,4,Treg,158874260,R38Q/H16N,12881.132,3802912.873
9.333333,4/19/2019,0.9939764,0.43170023,4,Treg,171273090,R38Q/H16N,12177.071,4260209.663
3.111,4/19/2019,0.94876605,0.35530734,4,Treg,186858880,R38Q/H16N,12843.028,4632507.237
1.037037,4/19/2019,1.0221001,0.09922314,4,Treg,187237460,R38Q/H16N,11538.729,5244404.775
0.345679,4/19/2019,1.5515221,1.7052174,4,Treg,160638240,R38Q/H16N,9052.494,4545452.324
0.115226,4/19/2019,1.5450461,1.7664404,4,Treg,103515520,R38Q/H16N,7231.8164,3781157.531
0.038409,4/19/2019,1.9995108,3.667304,4,Treg,117764990,R38Q/H16N,6395.717,3908000.957
0.012803,4/19/2019,2.3673823,5.644373,4,Treg,59348904,R38Q/H16N,3717.0579,2292977.605
0.004268,4/19/2019,2.7591372,9.270673,4,Treg,20326060,R38Q/H16N,1462.2161,785861.8468
0.001423,4/19/2019,3.3343763,13.275574,4,Treg,41272948,R38Q/H16N,2250.819,1114009.3
0.000474,4/19/2019,3.9933312,28.57782,4,Treg,6876908.5,R38Q/H16N,0,-35921.48418
84,4/19/2019,2.3507156,6.5872145,4,Thelper,98726856,R38Q/H16N,6535.848,2438277.274
28,4/19/2019,3.2111676,13.623589,4,Thelper,46907404,R38Q/H16N,3378.6807,1835357.792
9.333333,4/19/2019,3.575422,15.894348,4,Thelper,39009370,R38Q/H16N,2798.5571,1597693.109
3.111,4/19/2019,4.2278013,22.699224,4,Thelper,30550536,R38Q/H16N,2068.2227,1250061.736
1.037037,4/19/2019,4.74754,29.470215,4,Thelper,25309282,R38Q/H16N,1769.1558,907974.202
0.345679,4/19/2019,7.2056947,76.48956,4,Thelper,12294874,R38Q/H16N,1060.565,273470.1713
0.115226,4/19/2019,6.545481,78.09093,4,Thelper,5116240,R38Q/H16N,424.15186,-91224.41673
0.038409,4/19/2019,6.811711,94.93417,4,Thelper,4397784.5,R38Q/H16N,424.67432,-221743.037
0.012803,4/19/2019,1.1102084,3.3411078,4,Thelper,1945769.5,R38Q/H16N,166.01416,-367759.0402
0.004268,4/19/2019,1.7999406,12.5135975,4,Thelper,2166242.8,R38Q/H16N,103.89795,-449035.106
0.001423,4/19/2019,8.434477,178.64957,4,Thelper,3991442.2,R38Q/H16N,212.0044,-283468.8224
0.000474,4/19/2019,1.9351969,15.064049,4,Thelper,1972005,R38Q/H16N,0,-424373.9724
84,4/19/2019,1.074482,0.1959374,2,Treg,361719840,R38Q/H16N,15505.521,7546975.609
28,4/19/2019,0.8305056,-0.41399097,2,Treg,251498060,R38Q/H16N,13799.039,5557497.668
9.333333,4/19/2019,0.80240357,-0.5075023,2,Treg,201477520,R38Q/H16N,12426.764,4788755.612
3.111,4/19/2019,1.1679438,0.59954524,2,Treg,191980910,R38Q/H16N,10713.451,4475802.422
1.037037,4/19/2019,1.6362406,1.8541217,2,Treg,168610370,R38Q/H16N,7845.972,4615827.077
0.345679,4/19/2019,1.940848,3.1347651,2,Treg,169416780,R38Q/H16N,7023.4985,4593437.429
0.115226,4/19/2019,2.1669083,4.409818,2,Treg,117023920,R38Q/H16N,5510.7534,4028055.684
0.038409,4/19/2019,2.868336,9.047893,2,Treg,66173388,R38Q/H16N,2978.566,2329245.986
0.012803,4/19/2019,3.7708504,17.171734,2,Treg,24280930,R38Q/H16N,1026.4468,919809.9776
0.004268,4/19/2019,4.213021,29.103165,2,Treg,12222530,R38Q/H16N,487.03467,306781.4463
0.001423,4/19/2019,4.0287066,25.501444,2,Treg,10098216,R38Q/H16N,255.37842,219517.6865
0.000474,4/19/2019,6.7579775,73.21415,2,Treg,8320819.5,R38Q/H16N,0,-46209.47423
84,4/19/2019,2.5993414,8.163378,2,Thelper,68140580,R38Q/H16N,5065.4775,1245046.828
28,4/19/2019,3.8167992,19.982325,2,Thelper,32113758,R38Q/H16N,2286.3066,992286.6352
9.333333,4/19/2019,4.563459,28.61716,2,Thelper,18193190,R38Q/H16N,1199.0137,696999.6588
3.111,4/19/2019,5.925086,56.8214,2,Thelper,11548872,R38Q/H16N,753.1387,288345.9669
1.037037,4/19/2019,6.2270303,66.56509,2,Thelper,7011476,R38Q/H16N,524.96484,35437.07153
0.345679,4/19/2019,7.4341373,123.29751,2,Thelper,4000798,R38Q/H16N,301.98242,-114832.8993
0.115226,4/19/2019,3.3092782,34.81573,2,Thelper,2591491.5,R38Q/H16N,28.182129,-293998.1643
0.038409,4/19/2019,1.3288108,6.2686825,2,Thelper,2096351,R38Q/H16N,54.70459,-316342.7605
0.012803,4/19/2019,3.01085,31.118847,2,Thelper,2464578,R38Q/H16N,99.07666,-338327.2759
0.004268,4/19/2019,1.3353907,6.5861692,2,Thelper,2197934.2,R38Q/H16N,136.23828,-350269.2466
0.001423,4/19/2019,1.4943573,13.322737,2,Thelper,2003042.4,R38Q/H16N,0,-378711.6795
0.000474,4/19/2019,68.80177,4989.458,2,Thelper,44924348,R38Q/H16N,307.12427,-414733.7294
84,4/19/2019,0.7508792,-0.44088006,1,Treg,418968130,R38Q/H16N,18607.547,8564558.827
28,4/19/2019,0.7256911,-0.68314266,1,Treg,322891500,R38Q/H16N,15703.348,7468054.874
9.333333,4/19/2019,0.8112577,-0.36925244,1,Treg,292607580,R38Q/H16N,14611.039,6545417.682
3.111,4/19/2019,0.91362774,-0.41341138,1,Treg,287343780,R38Q/H16N,13122.021,6778523.994
1.037037,4/19/2019,1.1250107,0.27708173,1,Treg,333517920,R38Q/H16N,13008.459,8028057.431
0.345679,4/19/2019,2.1862655,3.9692192,1,Treg,196218190,R38Q/H16N,6135.877,4858422.716
0.115226,4/19/2019,2.1554964,4.114919,1,Treg,131776130,R38Q/H16N,5003.544,4162736.638
0.038409,4/19/2019,2.7995157,8.567,1,Treg,82558040,R38Q/H16N,2794.9678,3092505.961
0.012803,4/19/2019,3.8081477,19.559948,1,Treg,26242820,R38Q/H16N,406.37158,1132753.49
0.004268,4/19/2019,3.795822,23.778013,1,Treg,11746999,R38Q/H16N,0,516305.041
0.001423,4/19/2019,3.8147974,20.518988,1,Treg,32658416,R38Q/H16N,1142.3936,1331309.756
0.000474,4/19/2019,3.004401,12.017489,1,Treg,22451850,R38Q/H16N,609.18164,887590.8478
84,4/19/2019,2.26155,5.8628817,1,Thelper,88608740,R38Q/H16N,5912.1523,2149877.37
28,4/19/2019,3.0348794,11.025225,1,Thelper,61033750,R38Q/H16N,3677.506,2133583.396
9.333333,4/19/2019,3.8700323,18.73966,1,Thelper,35662804,R38Q/H16N,1973.615,1533266.745
3.111,4/19/2019,5.5709577,42.023014,1,Thelper,16263480,R38Q/H16N,835.6155,556532.1511
1.037037,4/19/2019,7.6413875,80.440674,1,Thelper,11116393,R38Q/H16N,494.65894,175519.3762
0.345679,4/19/2019,33.694702,1607.2799,1,Thelper,10763962,R38Q/H16N,492.1809,-113166.1279
0.115226,4/19/2019,4.1744595,63.89962,1,Thelper,2650453.5,R38Q/H16N,92.895996,-277109.6486
0.038409,4/19/2019,5.278973,96.23198,1,Thelper,2703147.5,R38Q/H16N,81.95264,-286985.5174
0.012803,4/19/2019,1.8653084,16.136005,1,Thelper,2066874.8,R38Q/H16N,41.839844,-293970.9144
0.004268,4/19/2019,0.97880566,3.8846502,1,Thelper,2051452,R38Q/H16N,198.7876,-303551.3639
0.001423,4/19/2019,5.5175476,108.82061,1,Thelper,2519486,R38Q/H16N,0,-297028.7956
0.000474,4/19/2019,1.456913,8.217552,1,Thelper,2123498.2,R38Q/H16N,64.88867,-348818.4145
84,4/19/2019,0.76230806,-0.6619358,0.5,Treg,419902400,R38Q/H16N,18405.8,8625813.048
28,4/19/2019,0.5000427,-0.9251857,0.5,Treg,340122460,R38Q/H16N,19080.291,7579653.023
9.333333,4/19/2019,0.9061781,-0.095876694,0.5,Treg,326708060,R38Q/H16N,15814.41,7243404.775
3.111,4/19/2019,0.9969502,-0.13016081,0.5,Treg,263118350,R38Q/H16N,12867.23,6636811.641
1.037037,4/19/2019,1.274672,0.62911725,0.5,Treg,259808720,R38Q/H16N,11488.508,6563702.291
0.345679,4/19/2019,1.7020606,2.1213665,0.5,Treg,151169170,R38Q/H16N,7504.5835,4380065.121
0.115226,4/19/2019,2.1835923,4.359556,0.5,Treg,123603600,R38Q/H16N,5566.9497,3765753.613
0.038409,4/19/2019,1.6823943,1.9549961,0.5,Treg,112874824,R38Q/H16N,6378.844,4163652.541
0.012803,4/19/2019,2.903055,9.54076,0.5,Treg,43745060,R38Q/H16N,2282.8833,1375302.825
0.004268,4/19/2019,4.350144,30.424858,0.5,Treg,8461706,R38Q/H16N,0,128171.0326
0.001423,4/19/2019,6.7339287,62.516647,0.5,Treg,19065668,R38Q/H16N,360.49902,438274.243
0.000474,4/19/2019,2.8710608,9.691442,0.5,Treg,34967148,R38Q/H16N,1945.4214,1452190.378
84,4/19/2019,2.2039354,5.3647366,0.5,Thelper,133442110,R38Q/H16N,7569.0283,3000537.783
28,4/19/2019,2.8496788,9.623707,0.5,Thelper,83099490,R38Q/H16N,4582.1504,2633688.909
9.333333,4/19/2019,4.025142,21.115524,0.5,Thelper,39834130,R38Q/H16N,2332.6404,1465689.588
3.111,4/19/2019,6.769035,65.43507,0.5,Thelper,12299097,R38Q/H16N,725.573,195249.1738
1.037037,4/19/2019,39.645855,2384.891,0.5,Thelper,14497169,R38Q/H16N,357.42505,-156736.6011
0.345679,4/19/2019,7.7230754,130.42859,0.5,Thelper,4589260,R38Q/H16N,362.8313,-205840.1946
0.115226,4/19/2019,19.172083,867.43085,0.5,Thelper,3961398.5,R38Q/H16N,213.01099,-353575.5349
0.038409,4/19/2019,3.0752866,28.72512,0.5,Thelper,2834312,R38Q/H16N,279.21777,-271974.5245
0.012803,4/19/2019,6.1405215,104.57125,0.5,Thelper,3169002.2,R38Q/H16N,206.98486,-327611.8008
0.004268,4/19/2019,1.4825404,8.324001,0.5,Thelper,2129809.2,R38Q/H16N,122.57593,-372643.0726
0.001423,4/19/2019,1.7844434,13.939594,0.5,Thelper,2113030,R38Q/H16N,67.4812,-383293.2786
0.000474,4/19/2019,2.0664108,17.29009,0.5,Thelper,2143457,R38Q/H16N,0,-358589.3585
84,5/2/2019,1.3595557,1.3405156,4,Treg,204205300,WT N-term,11039.225,2443068.873
28,5/2/2019,1.5694813,2.548942,4,Treg,159000720,WT N-term,8910.74,2057657.278
9.333333,5/2/2019,48.0979,2321.868,4,Treg,34520790000,WT N-term,11958.432,4669868.957
3.111,5/2/2019,1.9112464,3.4168,4,Treg,145861580,WT N-term,7213.3354,2764637.338
1.037037,5/2/2019,1.8888476,3.3899393,4,Treg,159792160,WT N-term,7546.5347,3111807.34
0.345679,5/2/2019,1.9588625,3.796042,4,Treg,153708110,WT N-term,7214.0933,3204304.522
0.115226,5/2/2019,1.9630854,3.4171839,4,Treg,152058140,WT N-term,6887.613,3120183.342
0.038409,5/2/2019,14.365471,429.1276,4,Treg,240053000,WT N-term,6646.152,3206874.095
0.012803,5/2/2019,2.3137934,5.2969475,4,Treg,91136360,WT N-term,4678.5933,2890150.292
0.004268,5/2/2019,3.3017285,12.9094095,4,Treg,52514216,WT N-term,2826.7227,1821726.137
0.001423,5/2/2019,4.698399,28.890362,4,Treg,14169706,WT N-term,750.53174,582795.2482
0.000474,5/2/2019,4.0612226,31.275162,4,Treg,6237367,WT N-term,0,122410.9397
84,5/2/2019,1.8418318,10.3878975,4,Thelper,173728020,WT N-term,10694.262,2355087.171
28,5/2/2019,1.6292098,3.0407124,4,Thelper,123773656,WT N-term,8242.192,2028384.303
9.333333,5/2/2019,1.9418668,4.067493,4,Thelper,112486810,WT N-term,7080.247,2457252.805
3.111,5/2/2019,2.439235,6.752924,4,Thelper,99044220,WT N-term,5615.0156,2660906.953
1.037037,5/2/2019,2.4218688,6.032504,4,Thelper,114137016,WT N-term,5534.3457,3528906.225
0.345679,5/2/2019,2.529834,6.7199726,4,Thelper,103898560,WT N-term,5079.6064,3448963.571
0.115226,5/2/2019,2.528115,6.653076,4,Thelper,112362136,WT N-term,5206.758,3769042.492
0.038409,5/2/2019,15.948351,695.83655,4,Thelper,103327010,WT N-term,3826.984,2985943.794
0.012803,5/2/2019,3.97964,19.953592,4,Thelper,32609762,WT N-term,2039.081,1655980.1
0.004268,5/2/2019,4.953311,33.94571,4,Thelper,16462582,WT N-term,1276.3618,772228.3904
0.001423,5/2/2019,1.3016286,8.731272,4,Thelper,2225611.8,WT N-term,185.28076,-39201.5641
0.000474,5/2/2019,3.2654786,66.09128,4,Thelper,2318508.2,WT N-term,0,-147016.8651
84,5/2/2019,2.6654575,8.947971,4,Treg,82842160,WT N-term,5039.4995,1198863.312
28,5/2/2019,2.1323643,5.0183516,4,Treg,83754936,WT N-term,5279.6704,1471804.525
9.333333,5/2/2019,2.411508,6.224942,4,Treg,60876510,WT N-term,3813.3315,1521044.565
3.111,5/2/2019,2.7329223,9.265847,4,Treg,48856830,WT N-term,3456.9868,1488214.016
1.037037,5/2/2019,3.0621772,12.221618,4,Treg,79147240,WT N-term,4233.7456,1885404.339
0.345679,5/2/2019,2.6607966,8.400812,4,Treg,70475050,WT N-term,4101.1235,1844028.981
0.115226,5/2/2019,2.2696724,5.1551733,4,Treg,109209160,WT N-term,5256.223,2584816.387
0.038409,5/2/2019,11.6303215,301.90958,4,Treg,76582536,WT N-term,3332.4917,1822875.182
0.012803,5/2/2019,3.4349978,12.657382,4,Treg,58354580,WT N-term,2454.8887,2074816.632
0.004268,5/2/2019,4.367398,25.874765,4,Treg,14376345,WT N-term,824.53467,656348.4048
0.001423,5/2/2019,3.9804504,27.07029,4,Treg,7806157.5,WT N-term,404.04443,320416.7943
0.000474,5/2/2019,6.3704786,83.012474,4,Treg,6161260,WT N-term,0,125838.6617
84,5/2/2019,2.510815,9.09133,4,Thelper,50080268,WT N-term,4566.101,-7848.05033
28,5/2/2019,2.1877701,6.206131,4,Thelper,47795264,WT N-term,4412.5884,289592.5339
9.333333,5/2/2019,2.5537589,7.880227,4,Thelper,33616556,WT N-term,2971.3486,881570.8526
3.111,5/2/2019,3.897051,24.987577,4,Thelper,21695640,WT N-term,1815.4805,1131693.302
1.037037,5/2/2019,4.116565,26.239649,4,Thelper,29014876,WT N-term,2072.1367,1402676.36
0.345679,5/2/2019,3.8204095,20.220236,4,Thelper,29852412,WT N-term,2056.7876,1487609.72
0.115226,5/2/2019,3.3397162,13.88537,4,Thelper,40672268,WT N-term,2687.7378,1687383.652
0.038409,5/2/2019,27.593351,1535.0729,4,Thelper,19600832,WT N-term,1343.2305,815054.7196
0.012803,5/2/2019,5.212422,61.00361,4,Thelper,5246732,WT N-term,475.6875,284145.2872
0.004268,5/2/2019,0.87920314,3.7619085,4,Thelper,2362453.5,WT N-term,244.38818,48417.2984
0.001423,5/2/2019,1.0338917,5.498851,4,Thelper,2261752.8,WT N-term,130.60742,-21829.85885
0.000474,5/2/2019,0.8665827,3.4890542,4,Thelper,2136067.2,WT N-term,0,-62760.62997
84,5/2/2019,1.484752,1.7955098,4,Treg,183454600,WT N-term,9832.09,2473089.052
28,5/2/2019,1.4678006,1.4400086,4,Treg,159743230,WT N-term,8604.752,3153065.587
9.333333,5/2/2019,1.7330267,2.3648472,4,Treg,165002100,WT N-term,8114.774,3338003.32
3.111,5/2/2019,1.804415,2.8806791,4,Treg,208943550,WT N-term,9126.893,3966325.707
1.037037,5/2/2019,1.7196549,2.240449,4,Treg,164421150,WT N-term,7971.0034,3415317.019
0.345679,5/2/2019,1.7474718,2.2977576,4,Treg,168441540,WT N-term,7985.3306,3456355.467
0.115226,5/2/2019,1.9095829,2.9165702,4,Treg,134877390,WT N-term,6646.309,3359066.482
0.038409,5/2/2019,2.713528,7.741563,4,Treg,78134640,WT N-term,3984.8335,2517864.793
0.012803,5/2/2019,3.330566,12.679535,4,Treg,32599074,WT N-term,2118.126,1518028.088
0.004268,5/2/2019,3.6835756,18.094488,4,Treg,17349888,WT N-term,1274.602,928603.41
0.001423,5/2/2019,49.408913,2441.4841,4,Treg,5980093000,WT N-term,1988.8013,239067.6277
0.000474,5/2/2019,1.2872125,5.9015083,4,Treg,3210133.8,WT N-term,0,-47323.10572
84,5/2/2019,1.3328763,1.7744136,4,Thelper,129224630,WT N-term,9638.444,799773.3772
28,5/2/2019,1.3443841,1.6008034,4,Thelper,100633350,WT N-term,8090.161,944488.5553
9.333333,5/2/2019,1.9290638,3.9975457,4,Thelper,99235240,WT N-term,6647.842,2442312.252
3.111,5/2/2019,60.206284,4374.631,4,Thelper,832397630,WT N-term,7460.1006,4599708.774
1.037037,5/2/2019,1.9876138,3.654214,4,Thelper,100354136,WT N-term,5916.9395,3533374.611
0.345679,5/2/2019,2.0430968,4.0318446,4,Thelper,104104040,WT N-term,5928.871,3702950.936
0.115226,5/2/2019,2.60307,7.7253656,4,Thelper,61134212,WT N-term,3977.1582,2791602.566
0.038409,5/2/2019,3.5589473,18.767124,4,Thelper,13272365,WT N-term,1389.1523,944625.8797
0.012803,5/2/2019,86.326996,7590.0967,4,Thelper,315161300,WT N-term,732.13086,439547.883
0.004268,5/2/2019,2.4141016,21.079725,4,Thelper,2798206,WT N-term,128.05322,33811.53085
0.001423,5/2/2019,0.637859,1.5181885,4,Thelper,2164626.8,WT N-term,180.96875,-61580.01719
0.000474,5/2/2019,0.8191703,2.7355914,4,Thelper,2128840.2,WT N-term,0,-149310.9402
84,5/2/2019,1.0424622,0.39910245,0.5,Treg,238030690,WT N-term,13609.354,2181724.116
28,5/2/2019,0.9749443,0.104892015,0.5,Treg,227400740,WT N-term,13078.037,2807359.399
9.333333,5/2/2019,1.4564285,1.385612,0.5,Treg,225071310,WT N-term,10492.504,3689380.048
3.111,5/2/2019,1.6295538,1.9873729,0.5,Treg,209595380,WT N-term,9249.518,3683169.976
1.037037,5/2/2019,1.8371085,3.2612066,0.5,Treg,263275870,WT N-term,10309.91,4482027.544
0.345679,5/2/2019,2.01615,3.7301617,0.5,Treg,143969900,WT N-term,6886.428,2933050.363
0.115226,5/2/2019,2.4295666,5.741873,0.5,Treg,109404696,WT N-term,4835.7856,3007088.99
0.038409,5/2/2019,3.679076,15.83132,0.5,Treg,32458366,WT N-term,1671.1304,1296424.47
0.012803,5/2/2019,4.5495014,30.143177,0.5,Treg,14178892,WT N-term,781.2886,654307.7151
0.004268,5/2/2019,5.4510617,58.516582,0.5,Treg,7011324,WT N-term,277.34717,232918.6376
0.001423,5/2/2019,3.6337495,29.121284,0.5,Treg,5847410.5,WT N-term,2.666504,170132.1184
0.000474,5/2/2019,3.3687341,32.302025,0.5,Treg,4654960,WT N-term,0,100193.7691
84,5/2/2019,0.8415091,0.04523778,0.5,Thelper,204739140,WT N-term,14461.52,2838498.822
28,5/2/2019,0.94875383,0.35362077,0.5,Thelper,191596510,WT N-term,13359.979,3205693.934
9.333333,5/2/2019,1.3975614,1.4813781,0.5,Thelper,193909540,WT N-term,10854.409,4463922.344
3.111,5/2/2019,1.4785836,1.4787445,0.5,Thelper,186055410,WT N-term,9382.97,5407207.932
1.037037,5/2/2019,1.7899901,3.0532193,0.5,Thelper,222320200,WT N-term,9680.047,5638587.018
0.345679,5/2/2019,2.0292428,4.050675,0.5,Thelper,114980480,WT N-term,6527.9756,3488854.788
0.115226,5/2/2019,32.02732,1882.872,0.5,Thelper,70569110,WT N-term,2619.7378,1609092.07
0.038409,5/2/2019,4.6829724,70.80314,0.5,Thelper,4720562,WT N-term,517.75,333074.9561
0.012803,5/2/2019,2.5859478,43.431515,0.5,Thelper,2836192,WT N-term,277.1963,150156.0883
0.004268,5/2/2019,0.6399547,1.7787094,0.5,Thelper,2349069.2,WT N-term,225.21826,60138.92767
0.001423,5/2/2019,20.19406,1011.49115,0.5,Thelper,3894790.5,WT N-term,0,-37935.6873
0.000474,5/2/2019,4.3075304,113.99201,0.5,Thelper,2574270.5,WT N-term,96.365234,-29624.95174
84,5/2/2019,1.5069999,2.3582373,4,Treg,142528600,R38Q N-term,8766.934,1657979.163
28,5/2/2019,1.5075072,2.2483964,4,Treg,113714030,R38Q N-term,7577.648,2065192.694
9.333333,5/2/2019,1.7756168,3.1023254,4,Treg,122741500,R38Q N-term,7212.6743,2023904.833
3.111,5/2/2019,1.988398,4.0271807,4,Treg,112571020,R38Q N-term,6190.2573,2299893.87
1.037037,5/2/2019,2.151833,4.856873,4,Treg,116221400,R38Q N-term,5988.3403,2448912.927
0.345679,5/2/2019,2.1586077,4.837938,4,Treg,101713510,R38Q N-term,5703.5522,2582034.959
0.115226,5/2/2019,5.251644,65.54516,4,Treg,75058504,R38Q N-term,3513.3813,1655027.95
0.038409,5/2/2019,17.337057,539.83704,4,Treg,98818700,R38Q N-term,2732.46,1646981.131
0.012803,5/2/2019,3.2504623,12.253238,4,Treg,29172550,R38Q N-term,1646.1768,1260841.651
0.004268,5/2/2019,3.8495116,19.851591,4,Treg,12597358,R38Q N-term,755.4868,551926.218
0.001423,5/2/2019,4.196447,24.663298,4,Treg,17213650,R38Q N-term,830.0161,797072.461
0.000474,5/2/2019,3.3945386,23.913776,4,Treg,5629611.5,R38Q N-term,0,105359.0273
84,5/2/2019,1.4541299,1.9374523,4,Thelper,114671030,R38Q N-term,8188.389,2072405.585
28,5/2/2019,1.5155401,2.1933556,4,Thelper,93520696,R38Q N-term,7093.5796,1923700.895
9.333333,5/2/2019,1.9886377,4.60244,4,Thelper,89899100,R38Q N-term,6230.0005,2290078.587
3.111,5/2/2019,2.3377237,6.422559,4,Thelper,79552330,R38Q N-term,5169.8804,2331735.99
1.037037,5/2/2019,2.545032,7.057457,4,Thelper,83988650,R38Q N-term,4789.2104,2494056.579
0.345679,5/2/2019,17.747967,682.7059,4,Thelper,128474070,R38Q N-term,4367.147,3103008.26
0.115226,5/2/2019,4.1306906,22.047869,4,Thelper,27726910,R38Q N-term,1987.9512,1204001.005
0.038409,5/2/2019,37.31749,1914.6621,4,Thelper,34629372,R38Q N-term,916.0781,337209.6172
0.012803,5/2/2019,4.3052583,64.49767,4,Thelper,3633295,R38Q N-term,327.2661,91143.95693
0.004268,5/2/2019,0.8064704,2.9784164,4,Thelper,2315423.8,R38Q N-term,226.77246,-9610.371402
0.001423,5/2/2019,2.5884285,19.015724,4,Thelper,3091026.5,R38Q N-term,206.42334,28243.88785
0.000474,5/2/2019,0.8807404,3.9567418,4,Thelper,2240017,R38Q N-term,0,-86579.52236
84,5/2/2019,1.8572013,3.16507,2,Treg,113172690,R38Q N-term,6262.899,2011791.891
28,5/2/2019,1.7118194,2.3402886,2,Treg,105871850,R38Q N-term,6072.239,1764194.195
9.333333,5/2/2019,2.0775476,4.269497,2,Treg,88325950,R38Q N-term,5231.145,1551846.93
3.111,5/2/2019,2.696264,7.473133,2,Treg,73851570,R38Q N-term,3779.7417,1939988.36
1.037037,5/2/2019,2.9576437,10.48502,2,Treg,68865384,R38Q N-term,3560.8198,1722813.704
0.345679,5/2/2019,3.0089867,9.44315,2,Treg,56108788,R38Q N-term,2994.6597,1551132.302
0.115226,5/2/2019,3.6513262,14.915997,2,Treg,47359212,R38Q N-term,2410.6426,1465391.866
0.038409,5/2/2019,3.534132,13.765362,2,Treg,36012790,R38Q N-term,1673.0293,1210165.292
0.012803,5/2/2019,3.5770748,28.533028,2,Treg,5113654.5,R38Q N-term,210.85986,113542.487
0.004268,5/2/2019,2.8826466,21.694208,2,Treg,4528104.5,R38Q N-term,356.1001,17591.9222
0.001423,5/2/2019,2.921314,28.18864,2,Treg,4342228.5,R38Q N-term,0,-38740.40407
0.000474,5/2/2019,41.971687,1761.079,2,Treg,3899522300,R38Q N-term,1314.4243,-150043.6353
84,5/2/2019,2.636776,19.56251,2,Thelper,74073210,R38Q N-term,5570.2764,624555.3014
28,5/2/2019,1.9039564,4.174578,2,Thelper,63163144,R38Q N-term,5125.9834,669126.9209
9.333333,5/2/2019,2.374773,6.7980356,2,Thelper,48085536,R38Q N-term,3974.5488,1075487.086
3.111,5/2/2019,3.409153,14.857176,2,Thelper,27725018,R38Q N-term,2217.4165,1132759.797
1.037037,5/2/2019,3.8293972,19.945145,2,Thelper,24900540,R38Q N-term,1943.021,972607.0249
0.345679,5/2/2019,4.1235523,24.68709,2,Thelper,13371614,R38Q N-term,1362.6772,629994.627
0.115226,5/2/2019,4.845075,51.886322,2,Thelper,6134286.5,R38Q N-term,885.1758,307614.8687
0.038409,5/2/2019,2.2039008,20.752802,2,Thelper,2745641.5,R38Q N-term,277.2041,24692.30776
0.012803,5/2/2019,0.5118145,0.9350207,2,Thelper,2200607.5,R38Q N-term,200.1875,359.0603291
0.004268,5/2/2019,0.5861025,1.32828,2,Thelper,2319873.5,R38Q N-term,351.09375,27391.64337
0.001423,5/2/2019,1.578024,16.08225,2,Thelper,2356546.5,R38Q N-term,0,-2795.498578
